links	description_jp	description	name_jp	name	coordinates	type	type
https://x.com/akaihaato/status/1850934079891615773	のんびり牧場さんぽ	A leisurely stroll through the ranch.	神戶市立六甲山牧場	Rokkosan Bokujo	34.75159702062092, 135.20900189549533	attraction	attraction
https://x.com/akaihaato/status/1850933406617747661	凛々しい佇まいですね	Such a dignified presence.	神戶市立六甲山牧場	Rokkosan Bokujo	34.75159702062092, 135.20900189549533	attraction	attraction
https://x.com/akaihaato/status/1850507864206663798	フン食べてると思ったら　ブルーベリー食べてたトナカイ		---				
https://x.com/akaihaato/status/1850507267604632020	綺麗な景色と怪しいラクガキ	Beautiful scenery and some suspicious graffiti.	二子橋	Futako Bridge	35.610661742347, 139.6253026692295	scenery	others
https://x.com/akaihaato/status/1850506611271627134	ここ、壁ジャンプの練習できそう	Looks like a good spot to practice wall jumps.	鋸山	Nokogiri-yama	35.1655096094454, 139.82754481114503	attraction	attraction
https://x.com/akaihaato/status/1850175645869117490	遠目から見て黄昏るなどした	I gazed at it from afar, lost in thought.	京王よみうりランド駅	Keio-yomiuri-land Station	35.632924631073756, 139.5173535552514	station	station
https://x.com/akaihaato/status/1850173981745434945	ウキウキで遊園地向かったら　休園だった時の写真📷	A photo from the time I headed excitedly to the amusement park... only to find it was closed 📷	京王よみうりランド駅	Keio-yomiuri-land Station	35.632924631073756, 139.5173535552514	station	station
https://x.com/akaihaato/status/1849850028237652436	富士山だ！！！	It's Mt. Fuji!!!	35.14852152030502, 138.62504821350728	35.14852152030502, 138.62504821350728	35.14852152030502, 138.62504821350728	station	station
https://x.com/akaihaato/status/1849847095618097579	雨の日USJ	Rainy day at Universal Studios Japan.	メルズ・ドライブイン（USJ）	Mel’s Drive In (USJ)	34.665726687300946, 135.43394111799105	restaurant	restaurant
https://x.com/akaihaato/status/1848766566462283847	ノリノリでポージングしてくれた羊たち		?				
https://x.com/akaihaato/status/1848763518532952099	羊たちの放牧		?				
https://x.com/akaihaato/status/1848029940849275240	険しい顔のフクロウさん　何度見てもかわいい…		Owl Cafe Ikebukuro				
https://x.com/akaihaato/status/1848026168068567318	夜の散歩道		---				
https://x.com/akaihaato/status/1846467997189505090	時には紅葉踏み分け🍁		---				
https://x.com/akaihaato/status/1846466382067896752	とある雪の日☃️		---				
https://x.com/akaihaato/status/1846465134040068524	イエローカーペット🍁		---				
https://x.com/akaihaato/status/1844758626675929106	真っ赤な夕焼け		---				
https://x.com/akaihaato/status/1844399290292240597	夏の終わり		---				
https://x.com/akaihaato/status/1844397836038963298	豊かな街並み		---				
https://x.com/akaihaato/status/1844060553767158168	ちょっと一息。	A little breather.	ヤマザキYショップ 沼田駅前店	Yamazaki Y Shop (Numataekimae)	36.64237511748462, 139.03624637021318	shop	shop
https://x.com/akaihaato/status/1844051014128955575	ぽかぽかの景色		---				
https://x.com/akaihaato/status/1842941018704081063	1枚目: 鳩「しゅん……」　2枚目:鳩「俺の横顔を見ろ！」　3枚目:ﾄﾘ「うひゃ〜スリル〜〜〜！」		---				
https://x.com/akaihaato/status/1842195233121206350	盗み聞き　木の成果もね　垂れる耳		---				
https://x.com/akaihaato/status/1841499467939475897	飛んで火に入る夏の蝶		---				
https://x.com/akaihaato/status/1841456485512958442	雪だるま禁止マークに見えた		---				
https://x.com/akaihaato/status/1841117089341587702	PICK ME UP CHAMA!		---				
https://x.com/akaihaato/status/1840671374786109807	夕焼けピカーン！		---				
https://x.com/akaihaato/status/1840218647383683484	Good noises and view🏖	Good noises and view🏖	Santa Monica Pier	Santa Monica Pier	34.00829324677788, -118.49875869395203	attraction	attraction
https://x.com/akaihaato/status/1839775036615602188	通りすがりの旅客機	A passing airplane overhead.	In-N-Out Burger (N. Sepulveda Blvd)	In-N-Out Burger (N. Sepulveda Blvd)	33.95371347096796, -118.39678313791504	restaurant	restaurant
https://x.com/akaihaato/status/1839006804744786232	AMERICAN SHRIMP!!!🦐		---				
https://x.com/akaihaato/status/1838996568994934794	真っ赤な太陽	A blazing red sun.	サンタモニカピア	Santa Monica Pier	34.0082961182542, -118.49875838481455		
https://x.com/akaihaato/status/1838994931748315599	華麗に写り込むカモメ	A seagull elegantly photobombs the shot.	サンタモニカピア	Santa Monica Pier	34.0082961182542, -118.49875838481455		
https://x.com/akaihaato/status/1836284522771681577	家族で行ったら予約が1組で実質貸切　初グランピング！　運が良かった。	Went glamping with the family with only one reservation that day. We basically had the whole place to ourselves. First time glamping! Lucky us.	時之栖 OUTDOOR HILL VILLAGE キャンプサイト	Toki no Sumika Outdoor Hill Village	35.237908405968184, 138.92964394110388	hotel	hotel
https://x.com/akaihaato/status/1835880929669296606	電話ボックスに芽がちらり。		---				
https://x.com/akaihaato/status/1835325600162079109	ここはサバンナ。　と思えばサバンナ。		---				
https://x.com/akaihaato/status/1835111742126669871	朝だああああああああ！		---				
https://x.com/akaihaato/status/1834415018835935699	信号待ちしながら眺めてたら　広告に笑った。	While waiting at a traffic light, I glanced up and laughed at an ad.	渋谷駅	Shibuya Station	35.65964296090774, 139.70039725631207	scenery	others
https://x.com/akaihaato/status/1833884924102824076	地平線ははるか遠く。　非常口は右上。	The horizon stretches endlessly. Emergency exit at the top right.	サンシャイン60展望台 てんぼうパーク	Sunshine 60 Observatory	35.72929389255646, 139.71830976736268	attraction	attraction
https://x.com/akaihaato/status/1833325253935960083	夜に口笛を吹くと蛇が出るとか、蛇の抜け殻を財布にしまうと金運が上がるとか色んな言い伝えを思い出した。口笛で演奏できたら楽しそう！　動物園の爬虫類コーナーではヘビ語ごっこをしちゃうくらいワクワクする。　ハリポタの影響は大きい。		?				
https://x.com/akaihaato/status/1833324280664453372	動物カフェで初めて触れ合った白蛇ちゃん　人懐っこくて意外と重みがあった！かわいい…		?				
https://x.com/akaihaato/status/1833006792940695946	落ち着く景色。		---				
https://x.com/akaihaato/status/1832257072848892183	おとなしかのこ		---				
https://x.com/akaihaato/status/1832254601564975500	秋の紅葉が待ち遠しい🍁		---				
https://x.com/akaihaato/status/1832253306447786122	朝日が見えた。　ここは、広島。	Caught the sunrise. This is Hiroshima.	尾道？	Onomichi?	34.385135335963156, 132.45412596575167	scenery	others
https://x.com/akaihaato/status/1831205493546856654	チラ見えする富士山を思わずパシャリ🗻		---				
https://x.com/akaihaato/status/1831204926640521528	日本には、富士山がいる。		---				
https://x.com/akaihaato/status/1830616794572476593	いい人生だったなぁ。		---				
https://x.com/akaihaato/status/1828650112211702174	水族館のダイバーさんと魚達		---				
https://x.com/akaihaato/status/1826515972662198576	雨上がりの江ノ島🌅　太陽くん、いい波乗ってんねぇ	After the rain in Enoshima 🌅. Mr. Sun, you're riding those waves like a pro.	江の島岩屋橋	Enoshima Iwaya Bridge	35.29867699578147, 139.4750320743761	attraction	attraction
https://x.com/akaihaato/status/1826232594666754271	エモい景色が撮りたい・・・✨	I just want to capture an emo view...✨	ビッグベン 電話ボックス (K2 Telephone Box)	K2 Telephone Box	51.50118879753255, -0.1267428967875717	attraction	attraction
https://x.com/akaihaato/status/1825765444571247031	NANDOSのスパイシーチキン神👏　昔食べててドハマりしてた味！　また食べれて感動😭	NANDOS spicy chicken is divine 👏! I used to be obsessed with that flavor. So happy I got to taste it again 😭	Nando's Earl's Court	Nando's Earl's Court	51.49262802016091, -0.19385775776681044	restaurant	restaurant
https://x.com/akaihaato/status/1815252571428389042	あなた、コイっていうのね！！！	I bet your name's Totoro, isn't it?	石切り場（鋸山）	Ishikiriba, Nokogiri-yama	35.15995001710424, 139.83431439929112	attraction	attraction
https://www.youtube.com/watch?v=lBjRltNv0jc	【 ぼっち旅 】夏休みに夢の国へ・・・【ホロライブ/はあちゃま】	[Solo Trip] Off to the land of dreams for summer vacation…	東京ディズニーランド	Tokyo Disneyland	35.63290553517638, 139.88039502351245	attraction	attraction
https://www.youtube.com/watch?v=PNe3lhd41FY	【 ぼっち旅 】カップルだらけで精神崩壊！？【 in 江ノ島】	[Solo Trip] Mentally breaking down surrounded by couples!? [in Enoshima]	江の島	Enoshima	35.299097541224235, 139.48090760616074	attraction	attraction
https://www.youtube.com/watch?v=hEx1NJeyJsU	【 ぼっち旅 】単位落として傷心旅行【ホロライブ/はあちゃま】	[Solo Trip] Heartbroken journey after failing a class [Hololive / Haachama]	江の島	Enoshima	35.299097541224235, 139.48090760616074	attraction	attraction
